Linux 6.17.0-20-generic (ubuntu) 	21.04.2026 	_x86_64_	(4 CPU)

09:09:49          tps      rtps      wtps      dtps   bread/s   bwrtn/s   bdscd/s
09:32:29         0,30      0,00      0,30      0,00      0,00      8,80      0,00
09:32:39         0,20      0,00      0,20      0,00      0,00      7,20      0,00
09:32:49         0,90      0,00      0,90      0,00      0,00     12,80      0,00
09:32:59         0,60      0,00      0,60      0,00      0,00     28,80      0,00
09:33:09         0,20      0,00      0,20      0,00      0,00      5,59      0,00
09:33:19         3,40      0,00      3,40      0,00      0,00     37,60      0,00
09:33:29         1,50      0,00      1,50      0,00      0,00     24,00      0,00
09:33:39         0,50      0,00      0,50      0,00      0,00     15,20      0,00
09:33:49         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:33:59         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:34:09         1,10      0,00      1,10      0,00      0,00     25,60      0,00
09:34:19         0,30      0,00      0,30      0,00      0,00     10,40      0,00
09:34:29         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:34:39         0,30      0,00      0,30      0,00      0,00     13,60      0,00
09:34:49         0,90      0,00      0,90      0,00      0,00     13,60      0,00
09:34:59         0,30      0,00      0,30      0,00      0,00      9,60      0,00
09:35:09         0,60      0,00      0,60      0,00      0,00     23,20      0,00
09:35:19         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:35:29         1,40      0,00      1,40      0,00      0,00     17,60      0,00
09:35:39         3,30      0,00      3,30      0,00      0,00     54,35      0,00
09:35:49         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:35:59         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:36:09         1,00      0,00      1,00      0,00      0,00     24,00      0,00
09:36:19         0,30      0,00      0,30      0,00      0,00      8,00      0,00
09:36:29         0,20      0,00      0,20      0,00      0,00      4,00      0,00
09:36:39         1,20      0,00      1,20      0,00      0,00     24,80      0,00
09:36:49         0,30      0,00      0,30      0,00      0,00      6,40      0,00
09:36:59         0,50      0,00      0,50      0,00      0,00     12,80      0,00
09:37:09         0,30      0,00      0,30      0,00      0,00     12,80      0,00
09:37:19         0,80      0,00      0,80      0,00      0,00     11,20      0,00
09:37:29         0,30      0,00      0,30      0,00      0,00      5,60      0,00
09:37:39         0,40      0,00      0,40      0,00      0,00     16,80      0,00
09:37:49         0,20      0,00      0,20      0,00      0,00      7,20      0,00
09:37:59         0,90      0,00      0,90      0,00      0,00     11,20      0,00
09:38:09         0,40      0,00      0,40      0,00      0,00     12,00      0,00
09:38:19         0,50      0,00      0,50      0,00      0,00     15,20      0,00
09:38:29         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:38:39         0,90      0,00      0,90      0,00      0,00     16,80      0,00
09:38:49         0,30      0,00      0,30      0,00      0,00     10,40      0,00
09:38:59         0,50      0,00      0,50      0,00      0,00     13,60      0,00
09:39:09         0,30      0,00      0,30      0,00      0,00      8,80      0,00
09:39:19         0,90      0,00      0,90      0,00      0,00     15,18      0,00
09:39:29         0,30      0,00      0,30      0,00      0,00      6,40      0,00
09:39:39         0,60      0,00      0,60      0,00      0,00     22,40      0,00
09:39:49         0,20      0,00      0,20      0,00      0,00      5,60      0,00
09:39:59         1,10      0,00      1,10      0,00      0,00     16,80      0,00
09:40:09         4,90      0,00      4,90      0,00      0,00     67,13      0,00
09:40:19         0,60      0,00      0,60      0,00      0,00     13,60      0,00
09:40:29         3,40      0,00      3,40      0,00      0,00     42,40      0,00
09:40:39         0,40      0,00      0,40      0,00      0,00     10,40      0,00
09:40:49         0,30      0,00      0,30      0,00      0,00     10,40      0,00
09:40:59         0,50      0,00      0,50      0,00      0,00     13,60      0,00
09:41:09         0,80      0,00      0,80      0,00      0,00      9,60      0,00
09:41:19         0,30      0,00      0,30      0,00      0,00     14,40      0,00
09:41:29         0,50      0,00      0,50      0,00      0,00     11,20      0,00
09:41:39         1,00      0,00      1,00      0,00      0,00     16,00      0,00
09:41:49         0,30      0,00      0,30      0,00      0,00     12,80      0,00
09:41:59         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:42:09         0,40      0,00      0,40      0,00      0,00      6,40      0,00
09:42:19         1,00      0,00      1,00      0,00      0,00     24,78      0,00
09:42:29         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:42:39         0,20      0,00      0,20      0,00      0,00      4,00      0,00
09:42:49         0,60      0,00      0,60      0,00      0,00     20,00      0,00
09:42:59         0,90      0,00      0,90      0,00      0,00     16,00      0,00
09:43:09         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:43:19         0,50      0,00      0,50      0,00      0,00     16,00      0,00
09:43:29         0,80      0,00      0,80      0,00      0,00     12,00      0,00
09:43:39         0,50      0,00      0,50      0,00      0,00     13,59      0,00
09:43:49         0,30      0,00      0,30      0,00      0,00     12,80      0,00
09:43:59         0,90      0,00      0,90      0,00      0,00     11,20      0,00
09:44:09         0,30      0,00      0,30      0,00      0,00      5,60      0,00
09:44:19         0,60      0,00      0,60      0,00      0,00     23,20      0,00
09:44:29         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:44:39         0,80      0,00      0,80      0,00      0,00     10,40      0,00
09:44:49         0,40      0,00      0,40      0,00      0,00     11,20      0,00
09:44:59         0,50      0,00      0,50      0,00      0,00     18,40      0,00
09:45:09         3,10      0,00      3,10      0,00      0,00     44,00      0,00
09:45:19         1,40      0,00      1,40      0,00      0,00     20,80      0,00
09:45:29         0,30      0,00      0,30      0,00      0,00     10,40      0,00
09:45:39         0,50      0,00      0,50      0,00      0,00     11,20      0,00
09:45:49         0,30      0,00      0,30      0,00      0,00      8,80      0,00
09:45:59         0,80      0,00      0,80      0,00      0,00     14,40      0,00
09:46:09         0,30      0,00      0,30      0,00      0,00      6,40      0,00
09:46:19         0,60      0,00      0,60      0,00      0,00     24,80      0,00
09:46:29         0,20      0,00      0,20      0,00      0,00      5,60      0,00
09:46:39         0,90      0,00      0,90      0,00      0,00     11,20      0,00
09:46:49         0,40      0,00      0,40      0,00      0,00     12,00      0,00
09:46:59         0,50      0,00      0,50      0,00      0,00     15,18      0,00
09:47:09         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:47:19         1,30      0,00      1,30      0,00      0,00     28,80      0,00
09:47:29         0,20      0,00      0,20      0,00      0,00      9,60      0,00
09:47:39         0,30      0,00      0,30      0,00      0,00      8,80      0,00
09:47:49         3,90      0,00      3,90      0,00      0,00     46,40      0,00
09:47:59         0,20      0,00      0,20      0,00      0,00      7,20      0,00
09:48:09         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:48:19         0,30      0,00      0,30      0,00      0,00      8,00      0,00
09:48:29         1,00      0,00      1,00      0,00      0,00     23,20      0,00
09:48:39         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:48:49         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:48:59         0,40      0,00      0,40      0,00      0,00     17,58      0,00
09:49:09         0,80      0,00      0,80      0,00      0,00      9,60      0,00
09:49:19         0,20      0,00      0,20      0,00      0,00      3,20      0,00
09:49:29         0,30      0,00      0,30      0,00      0,00     12,80      0,00
09:49:39         0,50      0,00      0,50      0,00      0,00     12,00      0,00
09:49:49         0,90      0,00      0,90      0,00      0,00     10,40      0,00
Average:         0,67      0,00      0,67      0,00      0,12     13,54      0,00
